pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number
FF,5/5/2017,95.7,-2.4859,6.0077,Paul Goldschmidt,502671,608566,home_run,hit_into_play_score,,,,,5,Paul Goldschmidt homers (6) on a fly ball to center field.  ,R,R,R,COL,ARI,X,null,fly_ball,3,2,2017,0.17,1.1146,-0.2649,2.6074,null,null,null,1,1,Top,105.55,10.53,,,572863,,170506_004629,5.3848,-139.1908,-5.8008,1.3298,21.7966,-17.2123,3.6,1.65,446,102.6,33.441,94.996,2218,5.242,490529,608566,572863,448602,518934,571448,596115,435622,453568,467827,55.258,0.687,1.339,2,1,0,3,6,3,7
FF,4/7/2017,89.2,2.3188,5.7682,Dustin Garneau,572863,547943,home_run,hit_into_play_score,,,,,5,Dustin Garneau homers (1) on a fly ball to left field.  ,R,R,L,COL,LAD,X,null,fly_ball,0,0,2017,0.5886,1.2491,-0.0514,2.955,null,null,null,0,5,Bot,24.68,68.77,,,518735,,170407_213814,-7.1149,-129.6493,-3.6141,8.0878,24.0361,-17.315,3.735,1.53,400,102.6,32.255,90.136,2157,6.668,490154,547943,518735,475100,523253,457759,571771,429711,592626,624577,53.8323,0.733,1.423,2,1,0,3,6,38,1
FF,5/30/2016,92.9,1.777,6.1122,Adam Duvall,594807,459429,home_run,hit_into_play_score,,,,,3,Adam Duvall homers (13) on a line drive to right field.,R,R,L,COL,CIN,X,null,line_drive,0,1,2016,0.617325,1.312266667,0.464,2.978,null,null,null,0,9,Top,210.16,71.21,,,572863,,160530_170833,-5.456,-135.245,-4.495,10.04,26.639,-17.57,3.5,1.57,387,102.6,24.141,92.829,2279,5.817,447626,459429,572863,448602,518934,518614,596115,467827,453568,471865,54.6828,0.831,1.449,2,1,0,3,6,78,2
SL,4/12/2017,83.5,2.9892,5.785,Ryan Schimpf,572114,607536,home_run,hit_into_play_score,,,,,8,Ryan Schimpf homers (2) on a line drive to right center field.    Yangervis Solarte scores.  ,R,L,L,COL,SD,X,null,line_drive,1,1,2017,-0.0609,0.9468,0.0729,1.8753,null,null,500208,1,1,Top,203.32,55.36,,,572863,,170412_191732,-6.5614,-121.3139,-4.4548,0.5008,20.4003,-22.2524,3.13,1.39,403,102.6,21.446,83.581,2282,6.112,490226,607536,572863,467827,518934,571448,596115,506560,453568,471865,54.3884,0.722,1.09,2,1,0,3,6,5,3
FF,4/13/2016,89.8,-2.388,6.0386,Nolan Arenado,571448,408241,home_run,hit_into_play_score,,,,,4,Nolan Arenado homers (3) on a line drive to left field.   Carlos Gonzalez scores.,R,R,R,COL,SF,X,null,line_drive,1,1,2016,-1.022058333,1.548766667,-0.28,2.26,null,471865,null,1,3,Bot,38.96,65.11,,,623143,,160413_193613,6.41,-130.47,-6.23,-11.23,23.28,-15.61,3.44,1.63,392,102.5,21.825,89.299,2370,5.605,446994,408241,623143,474832,605412,622110,543063,434636,452655,452254,54.8957,0.716,1.105,2,1,0,3,6,25,3
FF,9/6/2017,96.2,-2.0611,6.3598,Mac Williamson,607776,656546,home_run,hit_into_play_score,,,,,12,Mac Williamson homers (2) on a line drive to right field.  ,R,R,R,COL,SF,X,null,line_drive,1,1,2017,-0.3858,1.6085,0.6652,3.7905,null,null,null,2,7,Top,216.08,57.79,,,547172,,170907_031715,8.1348,-139.7341,-4.9341,-6.802,28.7803,-9.9687,3.3274,1.4293,413,102.5,26.888,96.877,2475,6.575,492188,656546,547172,435622,518934,571448,596115,467827,453568,471865,53.9249,0.786,1.451,2,1,0,3,6,61,3
FS,4/26/2016,82.1,2.3313,6.0463,Andrew McCutchen,457705,407822,home_run,hit_into_play_score,,,,,6,Andrew McCutchen homers (4) on a fly ball to left center field.,R,R,L,COL,PIT,X,null,fly_ball,1,0,2016,0.956891667,0.377733333,0.416,2.303,null,null,null,2,2,Top,82.74,21.87,,,547172,,160426_191108,-6.898,-119.245,-2.158,11.416,19.674,-30.292,3.51,1.63,430,102.5,31.053,81.601,1483,5.601,447173,407822,547172,572019,518934,571448,542436,467827,488681,471865,54.8991,0.759,1.469,2,1,0,3,6,15,2
FF,5/7/2017,93.3,-1.9954,6.416,Mark Reynolds,448602,592836,home_run,hit_into_play_score,,,,,5,Mark Reynolds homers (11) on a fly ball to center field.  ,R,R,R,COL,ARI,X,null,fly_ball,1,2,2017,-0.1504,1.5979,-0.2458,2.751,null,null,null,1,2,Bot,88.59,14.09,,,543302,,170507_193012,4.7957,-135.5479,-7.1472,-2.7554,25.4455,-11.3265,3.66,1.73,444,102.5,32.794,93.304,2072,6.062,490559,592836,543302,502671,572008,571875,605113,518614,453923,444482,54.4386,0.687,1.339,2,1,0,3,6,11,4
FC,7/22/2016,88.8,-1.5196,5.4174,Jace Peterson,607054,435400,home_run,hit_into_play_score,,,,,3,Jace Peterson homers (5) on a fly ball to right field.    Chase d'Arnaud scores.,R,L,R,COL,ATL,X,null,fly_ball,1,2,2016,0.226266667,0.667266667,0.751,2.792,null,488818,null,0,8,Top,221.82,52.22,,,null,,160722_212002,3.873,-129.232,-1.49,4.423,21.192,-26.462,3.31,1.49,437,102.5,28.115,89.355,2082,6.025,448300,null,null,null,null,null,null,null,null,null,54.4749,0.774,1.451,2,1,0,3,6,58,7
FC,9/21/2016,91.3,-1.6037,5.283,Nolan Arenado,571448,596133,home_run,hit_into_play_score,,,,,4,Nolan Arenado hits a grand slam (39) to left center field.   German Marquez scores.    Charlie Blackmon scores.    Carlos Gonzalez scores.,R,R,R,COL,STL,X,null,line_drive,0,0,2016,-0.565591667,1.1202,-0.301,2.226,608566,453568,471865,2,2,Bot,50.41,25.77,,,608348,,160921_135506,3.19,-132.994,-3.917,-5.7,24.167,-20.41,3.41,1.6,424,102.5,25.21,92.255,2077,6.283,449143,596133,608348,572761,543939,576397,649557,461235,545341,571757,54.2171,0.79,1.388,2,1,0,3,6,23,1
CU,5/28/2017,78.3,-2.9446,6.2265,Greg Garcia,594824,608566,home_run,hit_into_play_score,,,,,6,Greg Garcia homers (1) on a fly ball to center field.  ,R,L,R,COL,STL,X,null,fly_ball,0,1,2017,0.8417,-0.4644,0.2942,2.134,null,null,null,1,6,Top,167.77,6.7,,,547172,,170528_204408,5.3714,-113.6424,-1.1362,5.9622,20.6568,-36.0839,3.3,1.59,462,102.5,30.363,76.185,2773,4.881,490856,608566,547172,448602,518934,571448,506560,435622,453568,467827,55.6196,0.727,1.387,2,1,0,3,6,45,2
SL,7/21/2017,83.2,-2.1543,5.9138,Nolan Arenado,571448,592866,home_run,hit_into_play_score,,,,,5,Nolan Arenado homers (22) on a fly ball to left center field.  ,R,R,R,COL,PIT,X,null,fly_ball,1,1,2017,1.0048,0.8364,-0.2054,2.1647,null,null,null,1,6,Bot,30.94,41.91,,,465041,,170722_030600,2.5124,-121.1727,-3.9272,9.6859,19.4472,-23.3148,3.2867,1.4087,431,102.4,27.332,84.234,2145,6.52,491541,592866,465041,605137,543281,501896,474568,516782,457705,444379,53.9803,0.786,1.451,2,1,0,3,6,57,3
FC,5/29/2016,83.5,1.9659,6.1118,Denard Span,452655,543734,home_run,hit_into_play_score,,,,,6,Denard Span homers (2) on a fly ball to right field.,R,L,L,COL,SF,X,null,fly_ball,2,1,2016,0.057875,0.502433333,0.358,2.636,null,null,null,0,4,Top,223.6,62.51,,,547172,,160529_152425,-4.417,-121.448,-2.385,2.018,23.336,-28.948,3.29,1.66,441,102.4,35.641,81.665,2278,4.921,447622,543734,547172,448602,518934,571448,596115,467827,453568,471865,55.5791,0.469,0.913,2,1,0,3,6,33,4
FF,8/3/2016,95.6,-2.725,5.3747,Nolan Arenado,571448,592779,home_run,hit_into_play_score,,,,,2,Nolan Arenado homers (27) on a line drive to left center field.   Charlie Blackmon scores.    Carlos Gonzalez scores.,R,R,R,COL,LAD,X,null,line_drive,1,2,2016,-0.733983333,0.8966,-0.273,3.54,453568,null,471865,1,1,Bot,67.5,24.75,,,454560,,160803_185452,7.019,-139.025,-0.874,-8.645,26.145,-22.43,3.47,1.59,432,102.3,24.174,96.217,2398,6.179,448464,592779,454560,408236,435062,457759,608369,571771,592626,475100,54.3209,0.775,1.314,2,1,0,3,6,9,5
FF,7/21/2017,93.7,-2.3778,6.133,Jordy Mercer,474568,543475,home_run,hit_into_play_score,,,,,1,Jordy Mercer homers (9) on a fly ball to left field.   Francisco Cervelli scores.  ,R,R,R,COL,PIT,X,null,fly_ball,2,0,2017,-0.2066,1.3873,-0.5131,3.2456,null,null,465041,2,6,Top,27.16,68.24,,,547172,,170722_025926,5.329,-136.4725,-4.9857,-3.5971,24.0457,-13.598,3.3671,1.5092,444,102.3,25.849,95.378,2223,6.765,491541,543475,547172,435622,518934,571448,596115,467827,453568,471865,53.7352,0.792,1.432,2,1,0,3,6,54,3
FF,7/18/2017,95.3,-1.2588,6.0347,Mark Reynolds,448602,659275,home_run,hit_into_play_score,,,,,5,Mark Reynolds homers (20) on a fly ball to center field.   Charlie Blackmon scores.    Gerardo Parra scores.  ,R,R,R,COL,SD,X,null,fly_ball,0,0,2017,-0.4619,1.42,-0.0299,2.2542,null,453568,467827,1,1,Bot,142.98,14.37,,,620443,,170719_010436,4.2118,-138.4627,-7.4533,-6.7109,25.2009,-12.7332,3.38,1.4015,436,102.3,28.539,95.333,2356,5.979,491501,659275,620443,571976,641319,605486,430947,517369,622534,518466,54.5209,0.75,1.419,2,1,0,3,6,11,1
SL,7/4/2017,82.1,-3.6808,5.5082,Scooter Gennett,571697,493603,home_run,hit_into_play_score,,,,,2,Scooter Gennett homers (14) on a fly ball to right field.    Tucker Barnhart scores.  ,R,L,R,COL,CIN,X,null,fly_ball,2,2,2017,1.4938,-0.0128,0.1115,2.5552,null,null,571466,2,8,Top,215.91,62.64,,,547172,,170705_024141,5.7086,-119.3392,-0.152,13.1931,21.5258,-32.4803,3.0425,1.2952,404,102.2,39.406,81.97,2890,6.118,491352,493603,547172,448602,506560,571448,596115,606132,453568,471865,54.3824,0.294,0.563,2,1,0,3,5,63,5
FF,4/25/2017,90.4,-1.3438,5.6496,Gerardo Parra,467827,518875,home_run,hit_into_play_score,,,,,6,Gerardo Parra homers (3) on a fly ball to center field.  ,R,L,R,COL,WSH,X,null,fly_ball,2,1,2017,-0.4392,1.2208,0.3492,2.5029,null,null,null,0,9,Bot,144.93,14.83,,,446308,,170426_050804,5.1482,-131.4878,-4.5515,-6.096,24.5769,-17.243,3.41,1.6,429,102.2,25.239,90.857,2251,6.322,490404,518875,446308,475582,502517,543685,607208,502317,594809,547180,54.1781,0.79,1.388,2,1,0,3,6,89,4
FC,9/6/2017,84.7,3.5666,5.666,Charlie Blackmon,453568,595345,home_run,hit_into_play_score,,,,,2,Charlie Blackmon homers (34) on a fly ball to right center field.  ,R,L,L,COL,SF,X,null,fly_ball,1,1,2017,-0.3428,0.5325,0.1005,2.8326,null,null,null,2,7,Bot,245.02,47.49,,,460026,,170907_032543,-7.3577,-123.116,-1.398,-2.2548,20.3415,-26.7514,3.257,1.3589,450,102.2,28.427,84.538,2663,5.868,492188,595345,460026,624507,605412,605509,543063,596103,491676,452254,54.6321,0.774,1.451,2,1,0,3,6,65,3
FF,9/17/2016,91.6,-1.8289,6.1449,Tom Murphy,608596,429719,home_run,hit_into_play_score,,,,,2,Tom Murphy homers (4) on a fly ball to right center field.    Nolan Arenado scores.    David Dahl scores.,R,R,R,COL,SD,X,null,fly_ball,3,1,2016,-0.15505,1.035633333,-0.193,2.878,null,571448,621311,1,5,Bot,185.56,40.33,,,519083,,160917_195509,3.179,-133.343,-4.109,-0.327,25.5,-21.473,3.21,1.43,421,102.2,31.687,92.307,2214,6.275,449086,429719,519083,571976,506560,572114,596143,445055,608671,542455,54.2252,0.658,1.269,2,1,0,3,6,43,5
FF,9/7/2016,93.3,-1.7898,6.0737,David Dahl,621311,544150,home_run,hit_into_play_score,,,,,9,David Dahl homers (6) on a fly ball to right center field.,R,L,R,COL,SF,X,null,fly_ball,0,2,2016,-0.75625,1.118766667,0.8,2.02,null,null,null,1,4,Bot,209.81,36.45,,,457763,,160907_194233,6.85,-135.6,-6.54,-8.52,25.16,-19.98,3.44,1.56,443,102.1,28.494,93.599,2298,6.046,448950,544150,457763,474832,605509,456488,543063,434636,491676,452254,54.454,0.774,1.451,2,1,0,3,6,33,3
FF,4/24/2017,92.9,1.2044,6.4616,Ryan Zimmerman,475582,542881,home_run,hit_into_play_score,,,,,4,Ryan Zimmerman homers (7) on a fly ball to center field.   Anthony Rendon scores.  ,R,R,L,COL,WSH,X,null,fly_ball,1,1,2017,1.1387,1.6864,-0.403,2.395,null,null,543685,2,6,Top,130.99,18.52,,,547172,,170425_021838,-6.5029,-134.8391,-8.222,15.0821,26.1209,-10.3177,3.63,1.72,425,102,30.581,92.562,2381,5.981,490389,542881,547172,448602,518934,571448,596115,467827,453568,471865,54.5195,0.694,1.331,2,1,0,3,6,42,3
SL,8/29/2016,80.6,-1.9608,6.0987,Nick Hundley,460026,628317,home_run,hit_into_play_score,,,,,7,Nick Hundley homers (8) on a line drive to left field.   Gerardo Parra scores.,R,R,R,COL,LAD,X,null,line_drive,1,2,2016,1.032041667,0.3677,-0.443,1.787,null,null,467827,2,4,Bot,31.46,63.41,,,518735,,160829_201237,0.544,-117.246,-2.543,11.772,19.519,-30.446,3.51,1.57,397,101.9,28.861,80.501,null,5.784,448819,628317,518735,408236,400284,574847,608369,435062,592626,502210,54.7165,0.75,1.419,2,1,0,3,6,34,4
FF,6/14/2016,98.7,-2.6474,5.7066,Ryan Raburn,430605,543135,home_run,hit_into_play_score,,,,,8,Ryan Raburn homers (6) on a fly ball to right field.,R,R,R,COL,NYY,X,null,fly_ball,1,2,2016,-0.725633333,1.160333333,-0.189,1.853,null,null,null,0,4,Bot,217.42,66.46,,,435263,,160614_195744,7.295,-143.367,-7.096,-9.01,29.321,-17.981,3.44,1.52,388,101.9,33.982,98.387,2342,5.818,447837,543135,435263,608701,516770,452104,544369,458731,453056,543305,54.6819,0.578,1.121,2,1,0,3,6,32,4
FF,7/19/2017,88.4,3.5626,5.3425,Nolan Arenado,571448,453385,home_run,hit_into_play_score,,,,,4,Nolan Arenado homers (19) on a fly ball to left field.  ,R,R,L,COL,SD,X,null,fly_ball,2,2,2017,1.4009,0.5057,-0.4269,2.8998,null,null,null,0,4,Bot,15.84,48.83,,,516949,,170719_204455,-12.3016,-128.0574,-0.9424,17.2663,21.6084,-26.7405,3.6894,1.5689,436,101.9,34.127,87.482,2187,5.553,491516,453385,516949,571976,641319,605486,430947,614173,622534,518466,54.9476,0.578,1.121,2,1,0,3,6,37,6
SL,6/15/2017,89.6,-1.8381,5.9272,Buster Posey,457763,623184,home_run,hit_into_play_score,,,,,5,Buster Posey homers (9) on a fly ball to left center field.   Gorkys Hernandez scores.  ,R,R,R,COL,SF,X,null,fly_ball,2,2,2017,0.5577,0.3096,0.1386,2.6104,null,null,491676,1,7,Top,72.94,27.33,,,608596,,170616_031131,3.708,-130.3961,-2.8945,5.6348,24.7193,-28.3156,3.3281,1.4098,423,101.8,33.63,89.556,2547,6.031,491096,623184,608596,448602,518934,571448,596115,435622,453568,606132,54.4688,0.578,1.121,2,1,0,3,6,64,5
FF,4/9/2016,90.4,2.6883,5.9168,Matt Kemp,461314,407822,home_run,hit_into_play_score,,,,,9,Matt Kemp homers (3) on a fly ball to right center field.    Drew Pomeranz scores.    Melvin Upton scores.,R,R,L,COL,SD,X,null,fly_ball,2,2,2016,0.9221,1.256366667,0.329,2.172,null,519141,425834,2,4,Top,189.35,31.03,,,460026,,160409_193226,-8.634,-131.343,-5.68,13.409,23.764,-19.025,3.59,1.75,428,101.8,27.673,91.032,1836,6.301,446938,407822,460026,448602,518934,571448,596115,430605,488681,471865,54.1992,0.774,1.451,2,1,0,3,6,32,5
FF,6/9/2016,89.8,-2.5093,6.0595,David Freese,501896,518452,home_run,hit_into_play_score,,,,,4,David Freese homers (5) on a fly ball to right field.    Andrew McCutchen scores.    Starling Marte scores.,R,R,R,COL,PIT,X,null,fly_ball,2,1,2016,-0.582291667,0.790533333,-0.687,2.481,null,457705,516782,1,3,Top,209.3,56.8,,,572863,,160609_160951,4.972,-130.679,-3.968,-5.694,23.816,-24.874,3.49,1.58,385,101.8,30.809,89.404,1905,5.589,447197,518452,572863,448602,518934,571448,596115,430605,453568,467827,54.9108,0.694,1.331,2,1,0,3,6,27,4
CH,9/25/2017,86.5,-2.6822,6.0794,Jonathan Lucroy,518960,623395,home_run,hit_into_play_score,,,,,2,Jonathan Lucroy homers (6) on a line drive to left center field.  ,R,R,R,COL,MIA,X,null,line_drive,2,2,2017,-0.7765,1.1678,0.2085,3.159,null,null,null,1,7,Bot,55.84,30.71,,,592663,,170926_032229,8.3094,-125.5022,-3.0924,-9.5298,21.3025,-19.645,3.5905,1.5819,429,101.7,23.833,85.909,2259,5.71,492438,623395,592663,571506,543829,518618,500743,542303,592885,519317,54.7906,0.775,1.314,2,1,0,3,6,58,6
CH,4/27/2017,82.8,-2.199,6.0744,Adam Eaton,594809,622608,home_run,hit_into_play_score,,,,,6,Adam Eaton homers (2) on a fly ball to right center field.  ,R,L,R,COL,WSH,X,null,fly_ball,1,1,2017,-0.7623,0.8228,0.3858,2.1467,null,null,null,1,5,Top,200.43,48.93,,,572863,,170427_202803,7.3947,-120.326,-4.154,-8.75,20.3416,-23.5593,3.08,1.39,411,101.7,31.538,83.363,2012,6.444,490429,622608,572863,448602,518934,571448,596115,642162,453568,467827,54.0562,0.658,1.269,2,1,0,3,6,36,3
FF,6/15/2017,95.9,1.7096,6.0474,Brandon Crawford,543063,459429,home_run,hit_into_play_score,,,,,2,Brandon Crawford homers (5) on a line drive to left field.   Brandon Belt scores.    Ty Blach scores.  ,R,L,L,COL,SF,X,null,line_drive,2,2,2017,0.8558,1.5829,-0.1837,2.8306,null,474832,621389,2,8,Top,46.82,46.34,,,608596,,170616_035333,-6.9978,-139.3632,-6.6105,12.764,26.9984,-9.9623,3.1672,1.3495,387,101.6,24.06,97.055,2212,6.707,491096,459429,608596,448602,518934,571448,642162,435622,453568,606132,53.7937,0.775,1.314,2,1,0,3,6,78,5
CH,8/15/2017,84.7,2.3502,6.3138,Mark Reynolds,448602,656794,home_run,hit_into_play_score,,,,,4,Mark Reynolds homers (24) on a fly ball to left field.  ,R,R,L,COL,ATL,X,null,fly_ball,1,0,2017,1.0333,0.9658,-0.3745,2.1069,null,null,null,0,4,Bot,18.49,62.16,,,452095,,170816_014848,-8.2899,-123.0692,-5.4428,11.7557,18.6038,-21.7168,3.3877,1.4092,408,101.6,39.551,84.731,1802,5.863,491873,656794,452095,518692,645277,408252,621020,542454,572669,455976,54.6377,0.253,0.484,2,1,0,3,5,29,2
FF,5/31/2016,88.5,-2.0102,5.9884,Nolan Arenado,571448,642229,home_run,hit_into_play_score,,,,,11,Nolan Arenado homers (16) on a line drive to left field.   DJ LeMahieu scores.,R,R,R,COL,CIN,X,null,line_drive,1,1,2016,-0.551675,1.084366667,-0.986,2.829,null,518934,null,1,6,Bot,14.54,80.56,,,571466,,160531_204529,2.858,-128.9,-3.44,-5.172,22.829,-21.558,3.42,1.58,405,101.6,24.729,89.152,2200,6.205,447641,642229,571466,458015,457574,553993,446359,594807,571740,457803,54.2951,0.79,1.388,2,1,0,3,6,55,3
FF,7/19/2017,89.1,-1.4769,6.3914,Nolan Arenado,571448,534812,home_run,hit_into_play_score,,,,,4,Nolan Arenado homers (21) on a fly ball to left field.   Ryan Hanigan scores.    DJ LeMahieu scores.  ,R,R,R,COL,SD,X,null,fly_ball,0,0,2017,0.4337,1.4136,-0.7068,2.5345,452672,null,518934,2,6,Bot,27.16,68.24,,,516949,,170719_214525,0.9938,-129.5173,-6.341,4.6473,24.4594,-15.4315,3.8233,1.703,407,101.5,28.121,88.696,1942,5.876,491516,534812,516949,517369,641319,605486,642707,519333,622534,518466,54.6238,0.774,1.451,2,1,0,3,6,65,1
FF,8/17/2017,92.7,-2.4039,6.0941,Ender Inciarte,542255,656546,home_run,hit_into_play_score,,,,,12,Ender Inciarte homers (9) on a fly ball to right field.  ,R,L,R,COL,ATL,X,null,fly_ball,1,1,2017,-0.4087,1.2901,0.1654,3.4241,null,null,null,0,3,Top,213.16,35.71,,,518960,,170817_200008,7.5069,-134.9088,-4.0022,-6.3975,22.9923,-15.4961,2.9452,1.1577,434,101.5,30.137,94.081,2351,6.61,491904,656546,518960,641857,518934,571448,596115,467827,453568,506560,53.8899,0.654,1.228,2,1,0,3,6,21,3
SL,8/3/2016,86.8,-2.6038,5.4366,Mark Reynolds,448602,592779,home_run,hit_into_play_score,,,,,4,Mark Reynolds homers (12) on a fly ball to center field.   David Dahl scores.,R,R,R,COL,LAD,X,null,fly_ball,1,0,2016,0.501816667,0.415,-0.335,2.773,null,null,621311,1,1,Bot,97.96,24.25,,,454560,,160803_185715,3.231,-126.392,-0.758,7.437,22.635,-29.642,3.65,1.65,422,101.5,34.806,86.113,2287,5.418,448464,592779,454560,408236,435062,457759,608369,571771,592626,475100,55.0827,0.46,0.887,2,1,0,3,5,11,2
FF,9/27/2017,94.9,-2.0473,5.7118,A.J. Ellis,454560,592351,home_run,hit_into_play_score,,,,,1,A.  J.   Ellis homers (6) on a fly ball to left center field.   Derek Dietrich scores.  ,R,R,R,COL,MIA,X,null,fly_ball,1,1,2017,-0.3084,1.3278,-0.2952,2.7097,null,null,518618,2,4,Top,47.61,41.27,,,518960,,170927_202434,5.2973,-138.0453,-5.2502,-5.053,27.398,-14.0823,3.2666,1.3785,414,101.5,34.659,95.742,1836,6.546,492466,592351,518960,448602,518934,571448,596115,435622,453568,471865,53.9538,0.46,0.887,2,1,0,3,5,35,3
FC,8/8/2016,89.2,2.4309,6.1321,Nolan Arenado,571448,430935,home_run,hit_into_play_score,,,,,4,Nolan Arenado homers (30) on a fly ball to center field.,R,R,L,COL,TEX,X,null,fly_ball,1,1,2016,0.004991667,0.757566667,-0.707,2.339,null,null,null,0,4,Bot,102.87,21.7,,,518960,,160808_194915,-8.404,-129.54,-4.39,1.678,23.735,-25.41,3.42,1.59,431,101.5,37.513,89.636,2028,6.249,448540,430935,518960,595777,596059,134181,462101,592261,435622,425783,54.2509,0.291,0.557,2,1,0,3,5,27,3
FF,4/21/2017,92.1,-2.0511,5.8791,Trevor Story,596115,456501,home_run,hit_into_play_score,,,,,9,Trevor Story hits a grand slam (3) to right center field.   Carlos Gonzalez scores.    Mark Reynolds scores.    Gerardo Parra scores.  ,R,R,R,COL,SF,X,null,fly_ball,1,0,2017,-0.7688,1.0999,0.3749,2.1762,471865,448602,467827,1,4,Bot,200.43,48.93,,,457763,,170422_014735,7.6558,-133.6132,-5.8361,-10.5201,25.3831,-18.3162,3.7843,1.5637,400,101.5,34.419,91.211,2078,5.651,490346,456501,457763,474832,605412,456488,543063,502029,452655,452254,54.8493,0.501,0.964,2,1,0,3,6,35,2
FF,6/22/2017,95.9,-2.5496,5.6613,Paul Goldschmidt,502671,622608,home_run,hit_into_play_score,,,,,5,Paul Goldschmidt homers (18) on a fly ball to right field.    Jeremy Hazelbaker scores.    Nick Ahmed scores.  ,R,R,R,COL,ARI,X,null,fly_ball,2,1,2017,0.1251,0.7242,-0.0883,2.4575,571757,null,605113,1,4,Top,210.45,60.21,,,608596,,170622_202943,6.2615,-139.6254,-4.6409,0.5107,25.8994,-21.8024,3.325,1.447,404,101.5,37.777,97.18,2072,6.591,491186,622608,608596,435622,518934,571448,596115,606132,453568,471865,53.9093,0.352,0.678,2,1,0,3,5,32,4
FF,4/22/2016,97,-2.3966,6.0009,Adrian Gonzalez,408236,592351,home_run,hit_into_play_score,,,,,6,Adrian Gonzalez homers (3) on a fly ball to right center field.,R,L,R,COL,LAD,X,null,fly_ball,2,2,2016,-0.518275,1.568833333,0.606,2.624,null,null,null,1,1,Top,212.97,50.36,,,547172,,160422_184923,8.048,-140.9,-6.8,-5.652,29.188,-12.715,3.63,1.83,438,101.5,29.542,97.698,2388,6.442,447107,592351,547172,448602,518934,571448,596115,430605,467827,471865,54.0584,0.654,1.228,2,1,0,3,6,4,5
CU,5/14/2017,78.7,1.4258,6.0643,Pat Valaika,642162,628711,home_run,hit_into_play_score,,,,,2,Pat Valaika homers (2) on a fly ball to center field.   Carlos Gonzalez scores.  ,R,R,L,COL,LAD,X,null,fly_ball,0,0,2017,-0.4273,-0.2138,0.2304,3.0321,471865,null,null,1,4,Bot,138.66,22.03,,,518735,,170514_203619,-1.8023,-114.5557,0.4087,-3.3755,15.9528,-34.2684,3.13,1.45,427,101.5,24.904,77.378,2749,4.785,490660,628711,518735,400284,621035,457759,608369,641355,592626,624577,55.7151,0.727,1.248,2,1,0,3,6,35,1
SI,9/7/2016,93.4,-2.2599,5.6863,Tom Murphy,608596,544150,home_run,hit_into_play_score,,,,,4,Tom Murphy homers (2) on a line drive to left field.,R,R,R,COL,SF,X,null,line_drive,1,2,2016,-0.953866667,0.678733333,-0.71,2.33,null,null,null,1,4,Bot,26.05,60.87,,,457763,,160907_194431,5.01,-135.97,-3.88,-11.31,24.09,-25.73,3.26,1.43,425,101.4,25.64,94.058,2235,6.093,448950,544150,457763,474832,605509,456488,543063,434636,491676,452254,54.407,0.726,1.28,2,1,0,3,6,34,4
FF,5/28/2016,97.1,-2.0357,6.0907,Buster Posey,457763,608032,home_run,hit_into_play_score,,,,,3,Buster Posey homers (7) on a fly ball to right center field.    Joe Panik scores.    Matt Duffy scores.,R,R,R,COL,SF,X,null,fly_ball,2,0,2016,-0.245508333,1.3524,0.414,3.21,null,605412,622110,0,8,Top,175.33,36.08,,,572863,,160528_164801,6.242,-141.199,-4.895,-1.693,30.502,-15.77,3.49,1.6,417,101.4,34.591,96.971,2308,5.939,447607,608032,572863,448602,542436,571448,596115,467827,453568,471865,54.5612,0.46,0.887,2,1,0,3,5,64,3
FF,8/7/2016,90,3.1969,6.168,Nolan Arenado,571448,543045,home_run,hit_into_play_score,,,,,8,Nolan Arenado homers (28) on a fly ball to center field.,R,R,L,COL,MIA,X,null,fly_ball,1,0,2016,1.143375,0.888,-0.167,1.724,null,null,null,0,4,Bot,104.9,24.25,,,425772,,160807_154239,-11.473,-130.481,-6.337,15.991,23.804,-23.701,3.42,1.58,431,101.4,35.264,89.429,2340,5.718,448525,543045,425772,518618,543829,445988,588751,592885,400085,519317,54.7821,0.46,0.887,2,1,0,3,5,37,2
SI,4/27/2016,92.3,3.2893,5.1989,Gerardo Parra,467827,453265,home_run,hit_into_play_score,,,,,5,Gerardo Parra homers (2) on a fly ball to center field.,R,L,L,COL,PIT,X,null,fly_ball,2,0,2016,1.595666667,1.0643,0,2.368,null,null,null,1,8,Bot,109.65,14.75,,,465041,,160427_215459,-12.435,-133.87,-3.001,22.471,29.314,-21.178,3.31,1.54,430,101.4,27.986,91.508,2294,5.899,447188,453265,465041,444379,446481,501896,474568,516782,457705,570256,54.6017,0.707,1.299,2,1,0,3,6,74,3
