pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number
SL,8/21/2016,83.6,-2.5375,6.7518,Nolan Arenado,571448,434628,home_run,hit_into_play_score,,,,,4,Nolan Arenado homers (31) on a fly ball to left field.   David Dahl scores.    DJ LeMahieu scores.,R,R,R,COL,CHC,X,null,fly_ball,2,2,2016,0.39605,-0.1311,-0.779,2.581,621311,null,518934,1,1,Bot,4.05,75.11,,,575929,,160821_142734,2.328,-121.627,-2.315,5.841,16.584,-35.669,3.41,1.59,444,104.8,28.668,83.756,null,5.646,448709,434628,575929,519203,595879,592178,608365,519333,451594,450314,54.8544,0.903,1.768,2,1,0,3,6,7,5
FF,7/7/2017,91.9,-3.0864,6.1159,Tim Anderson,641313,608566,home_run,hit_into_play_score,,,,,5,Tim Anderson homers (8) on a fly ball to center field.   Adam Engel scores.  ,R,R,R,COL,CWS,X,null,fly_ball,2,1,2017,-0.2958,1.2715,0.2554,2.4727,null,641553,null,2,7,Top,145.38,8.24,,,547172,,170708_025750,8.9025,-133.2458,-5.9629,-5.0908,24.572,-16.4737,3.0875,1.3302,451,104.7,28.517,90.692,2096,5.435,491392,608566,547172,448602,506560,571448,596115,467827,453568,606132,55.0649,0.903,1.768,2,1,0,3,6,58,4
KC,7/7/2017,77.8,2.1336,6.0363,Charlie Blackmon,453568,502706,home_run,hit_into_play_score,,,,,4,Charlie Blackmon homers (19) on a line drive to right center field.  ,R,L,L,COL,CWS,X,null,line_drive,3,2,2017,0.1683,0.5819,-0.5061,2.5267,null,null,null,1,4,Bot,205.85,49.87,,,553882,,170708_015408,-5.8341,-112.679,-1.5194,2.5281,22.1613,-27.3845,3.2548,1.3566,398,104.7,22.059,76.004,1918,5.428,491392,502706,553882,547989,570560,453943,641313,466320,641553,593700,55.0722,0.862,1.44,2,1,0,3,6,34,6
CH,4/10/2016,84.5,-1.9295,5.9972,Nolan Arenado,571448,448306,home_run,hit_into_play_score,,,,,7,Nolan Arenado homers (2) on a fly ball to left center field.,R,R,R,COL,SD,X,null,fly_ball,2,2,2016,-0.9984,0.6988,-0.42,1.614,null,null,null,2,1,Bot,65.48,23.91,,,542194,,160410_202350,4.613,-122.921,-4.979,-9.741,19.614,-26.666,3.42,1.61,462,104.6,28.546,86.078,1788,6.738,446953,448306,542194,571976,605486,489267,493351,425834,445055,461314,53.7626,0.903,1.768,2,1,0,3,6,7,6
FT,4/23/2016,91.4,-1.8394,5.7147,A.J. Ellis,454560,543022,home_run,hit_into_play_score,,,,,13,A.  J.   Ellis homers (1) on a line drive to left field.   Joc Pederson scores.,R,R,R,COL,LAD,X,null,line_drive,3,2,2016,-0.885675,1.2793,-0.9,2.11,null,null,592626,1,2,Top,31.98,58.49,,,null,,160423_183713,3.44,-133.05,-5.54,-9.9,23.88,-18.36,3.47,1.57,445,104.6,23.9493,null,null,null,447122,null,null,null,null,null,null,null,null,null,54.5924,0.906,1.645,2,1,0,3,6,11,7
FF,4/26/2017,94.9,-1.6312,5.7796,Ryan Zimmerman,475582,543022,home_run,hit_into_play_score,,,,,5,Ryan Zimmerman homers (8) on a line drive to right center field.    Bryce Harper scores.  ,R,R,R,COL,WSH,X,null,line_drive,2,1,2017,-0.4833,1.4026,-0.1841,2.4152,null,null,547180,1,5,Top,201,52.01,,,547172,,170427_021020,4.8097,-137.8668,-6.2385,-7.0699,26.3382,-13.3308,3.1452,1.4734,400,104.6,21.144,94.788,2500,5.997,490419,543022,547172,448602,518934,571448,596115,467827,453568,471865,54.5029,0.823,1.301,2,1,0,3,6,37,4
FF,6/27/2016,94.8,-0.9147,5.9714,Edwin Encarnacion,429665,435400,home_run,hit_into_play_score,,,,,6,Edwin Encarnacion homers (21) on a line drive to right center field.,R,R,R,COL,TOR,X,null,line_drive,0,1,2016,-0.8481,1.5717,0.537,2.648,null,null,null,0,9,Top,171.57,22.21,,,460026,,160627_212435,4.477,-137.77,-5.878,-9.943,29.967,-13.667,3.53,1.57,436,104.6,22.584,94.504,2315,5.957,448015,435400,460026,448602,518614,571448,542436,488681,453568,471865,54.5429,0.888,1.554,2,1,0,3,6,70,2
CH,8/5/2017,85.4,-3.2692,5.9724,Pat Valaika,642162,601713,home_run,hit_into_play_score,,,,,11,Pat Valaika homers (10) on a line drive to left field.   Mark Reynolds scores.  ,R,R,R,COL,PHI,X,null,line_drive,1,1,2017,-0.2786,1.0009,-0.2292,3.1971,null,null,448602,2,3,Bot,15.06,65.58,,,595751,,170806_011151,7.7382,-124.1,-2.3284,-4.2753,21.7099,-21.4492,2.9734,1.4909,407,104.6,21.462,86.073,1784,6.511,491747,601713,595751,571830,514917,596748,520471,608384,546318,537953,53.9897,0.823,1.301,2,1,0,3,6,27,3
CH,9/29/2017,84.2,2.4164,5.7238,Nolan Arenado,571448,547943,home_run,hit_into_play_score,,,,,5,Nolan Arenado homers (37) on a fly ball to center field.  ,R,R,L,COL,LAD,X,null,fly_ball,3,2,2017,1.0068,0.8787,0.2389,2.3089,null,null,null,2,1,Bot,92.35,19.52,,,518735,,170930_002720,-7.0502,-122.3935,-3.3546,11.451,21.2059,-22.85,3.2864,1.4067,430,104.5,31.778,84.712,1401,6.404,492491,547943,518735,641355,523253,457759,608369,444843,434158,624577,54.0958,0.844,1.661,2,1,0,3,6,6,8
FF,4/27/2016,94.2,-3.3043,6.1374,Gregory Polanco,570256,502522,home_run,hit_into_play_score,,,,,4,Gregory Polanco homers (2) on a fly ball to center field.,R,L,R,COL,PIT,X,null,fly_ball,3,1,2016,-0.507141667,1.445566667,-0.377,2.847,null,null,null,2,7,Top,106.09,18.31,,,460026,,160427_212405,7.874,-136.803,-5.371,-5.143,29.982,-15.618,3.87,1.9,439,104.5,28.642,94.344,2239,6.306,447188,502522,460026,448602,518934,571448,596115,430605,467827,471865,54.1942,0.903,1.768,2,1,0,3,6,62,5
FF,4/26/2016,90.4,-2.4838,5.867,Andrew McCutchen,457705,548357,home_run,hit_into_play_score,,,,,6,Andrew McCutchen homers (5) on a line drive to right field.    Gregory Polanco scores.    Jordy Mercer scores.,R,R,R,COL,PIT,X,null,line_drive,1,2,2016,-0.735375,1.318,0.454,2.48,null,570256,474568,1,6,Top,206.1,61.55,,,547172,,160426_204013,7.962,-131.388,-4.43,-7.708,24.486,-18.295,3.29,1.63,392,104.5,21.179,89.351,2061,5.21,447173,548357,547172,572019,518934,571448,542436,467827,488681,471865,55.2898,0.778,1.202,2,1,0,3,6,51,4
FF,5/26/2017,95.4,-1.6234,5.5098,Charlie Blackmon,453568,593372,home_run,hit_into_play_score,,,,,6,Charlie Blackmon homers (12) on a fly ball to right field.  ,R,L,R,COL,STL,X,null,fly_ball,1,0,2017,-0.903,1.2112,0.522,2.809,null,null,null,1,8,Bot,239.79,70.61,,,425877,,170527_023558,7.4344,-138.4322,-4.0557,-12.7729,26.7839,-16.4153,3.49,1.62,402,104.4,41.312,94.094,2167,5.379,490826,593372,425877,572761,543939,576397,594824,502054,451594,545341,55.1215,0.337,0.64,2,1,0,3,5,53,2
CU,8/2/2017,76.1,-1.3683,6.1837,Carlos Gonzalez,471865,623167,home_run,hit_into_play_score,,,,,4,Carlos Gonzalez homers (7) on a fly ball to center field.   Trevor Story scores.  ,R,L,R,COL,NYM,X,null,fly_ball,0,0,2017,1.2768,-0.4148,-0.6127,2.6418,null,596115,null,2,3,Bot,133.06,12.82,,,518595,,170803_014259,-0.6424,-110.6723,0.3505,10.4097,20.0184,-35.8262,3.3771,1.4589,439,104.4,20.11,75.391,2613,5.829,491703,623167,518595,457803,435522,452678,642708,493316,624424,434158,54.6709,0.731,1.063,2,1,0,3,6,25,1
FT,5/31/2016,90.3,-2.1318,5.634,DJ LeMahieu,518934,621209,home_run,hit_into_play_score,,,,,7,DJ LeMahieu homers (3) on a line drive to center field.,R,R,R,COL,CIN,X,null,line_drive,1,1,2016,-1.112516667,1.054266667,-0.567,1.852,null,null,null,1,2,Bot,135.68,16.96,,,571466,,160531_191735,5.464,-131.29,-5.189,-12.457,24.992,-21.579,3.55,1.64,450,104.4,23.421,90.609,2173,6.143,447641,621209,571466,458015,457574,553993,446359,594807,571740,457803,54.357,0.85,1.451,2,1,0,3,6,18,3
FF,7/7/2017,94.6,-1.4319,6.0107,Nolan Arenado,571448,571476,home_run,hit_into_play_score,,,,,2,Nolan Arenado homers (16) on a fly ball to left field.   German Marquez scores.  ,R,R,R,COL,CWS,X,null,fly_ball,3,1,2017,-0.4652,0.8294,-0.2619,3.2349,608566,null,null,2,6,Bot,12.44,43.83,,,553882,,170708_024511,4.118,-137.8548,-3.5754,-6.789,23.8039,-20.8768,3.2849,1.4069,450,104.3,31.088,96.108,1990,6.58,491392,571476,553882,547989,570560,453943,641313,466320,641553,593700,53.9198,0.809,1.58,2,1,0,3,6,53,5
FF,5/28/2017,92,-0.6398,5.9931,Paul DeJong,657557,518813,home_run,hit_into_play_score,,,,,4,Paul DeJong homers (1) on a fly ball to left field.  ,R,R,R,COL,STL,X,null,fly_ball,1,0,2017,0.2783,1.5991,-0.3559,2.3944,null,null,null,0,9,Top,41.7,60.21,,,547172,,170528_215654,0.1298,-133.687,-6.6692,3.2847,25.7241,-12.0844,3.47,1.62,388,104.3,40.339,91.614,2234,5.889,490856,518813,547172,448602,518934,571448,596115,435622,453568,467827,54.6111,0.372,0.712,2,1,0,3,5,72,2
FF,4/10/2017,94.5,-1.3748,6.138,Mark Reynolds,448602,543506,home_run,hit_into_play_score,,,,,4,Mark Reynolds homers (4) on a fly ball to left center field.   Gerardo Parra scores.  ,R,R,R,COL,SD,X,null,fly_ball,2,0,2017,-0.4079,1.618,-0.4287,2.7639,null,467827,null,2,9,Bot,72.2,25.13,,,595978,,170411_033335,3.345,-137.1941,-6.6176,-5.8547,30.2283,-10.638,3.66,1.73,417,104.3,33.385,94.081,2466,6.156,490200,543506,595978,571976,500208,572114,430947,608671,622534,592669,54.3445,0.75,1.468,2,1,0,3,6,70,3
SL,6/28/2016,87.4,-2.6694,5.9196,Troy Tulowitzki,453064,572750,home_run,hit_into_play_score,,,,,7,Troy Tulowitzki homers (12) on a fly ball to left center field.,R,R,R,COL,TOR,X,null,fly_ball,1,2,2016,0.300025,0.089633333,-0.35,1.6,null,null,null,0,4,Top,88.82,14.58,,,460026,,160628_223842,3.82,-127.12,-3.99,5.14,22.09,-33.39,3.61,1.67,454,104.2,26.912,86.707,2391,5.423,448030,572750,460026,448602,542436,571448,596115,488681,453568,471865,55.0771,0.885,1.692,2,1,0,3,6,31,5
FT,6/10/2016,96.5,1.7741,5.9919,Wil Myers,571976,459429,home_run,hit_into_play_score,,,,,4,Wil Myers homers (13) on a fly ball to center field.   Alexi Amarista scores.    Jon Jay scores.,R,R,L,COL,SD,X,null,fly_ball,3,2,2016,0.823291667,1.310833333,-0.349,2.556,506560,445055,null,2,9,Top,137.73,20.68,,,460026,,160610_214917,-8.302,-140.087,-5.933,13.697,30.008,-16.621,3.59,1.57,451,104.2,27.106,95.971,2495,5.864,447784,459429,460026,448602,518934,571448,596115,467827,453568,471865,54.6365,0.885,1.692,2,1,0,3,6,73,6
FF,9/29/2017,97.8,-1.1629,6.0204,Trevor Story,596115,621111,home_run,hit_into_play_score,,,,,3,Trevor Story homers (24) on a fly ball to center field.   Nolan Arenado scores.  ,R,R,R,COL,LAD,X,null,fly_ball,3,2,2017,-0.3669,1.5678,0.3592,3.3872,null,null,571448,2,4,Bot,177.99,28.99,,,518735,,170930_014619,4.9486,-142.2434,-5.2537,-6.0503,29.6994,-9.8348,3.3569,1.4168,419,104.2,22.678,98.256,2366,6.366,492491,621111,518735,641355,523253,457759,608369,444843,434158,624577,54.1339,0.85,1.451,2,1,0,3,6,39,7
SL,5/14/2017,75.6,-3.2351,4.7883,Nolan Arenado,571448,489265,home_run,hit_into_play_score,,,,,8,Nolan Arenado homers (9) on a fly ball to left center field.   Charlie Blackmon scores.  ,R,R,R,COL,LAD,X,null,fly_ball,0,1,2017,1.7657,0.0869,-0.2579,1.6776,null,null,453568,1,5,Bot,57.76,17.04,,,518735,,170514_210205,3.1178,-110.2351,0.2682,14.0013,14.8906,-31.6811,3.42,1.68,456,104.2,31.308,75.958,3047,5.908,490660,489265,518735,400284,621035,457759,608369,641355,592626,624577,54.5927,0.809,1.58,2,1,0,3,6,45,2
FF,9/26/2017,95.2,-1.927,6.0416,Nolan Arenado,571448,570632,home_run,hit_into_play_score,,,,,4,Nolan Arenado homers (36) on a fly ball to center field.   Carlos Gonzalez scores.  ,R,R,R,COL,MIA,X,null,fly_ball,0,1,2017,-0.7693,1.1482,-0.4662,2.0874,null,471865,null,0,5,Bot,97.64,15.07,,,592663,,170927_021157,5.4762,-138.2587,-7.2467,-10.8932,27.2516,-16.306,3.2876,1.4096,438,104.2,24.789,94.888,2100,5.953,492451,570632,592663,571506,543829,605119,500743,542303,592885,519317,54.5475,0.887,1.628,2,1,0,3,6,37,2
SL,4/11/2017,78,-3.6657,6.0756,Charlie Blackmon,453568,450308,home_run,hit_into_play_score,,,,,9,Charlie Blackmon homers (2) on a fly ball to center field.  ,R,L,R,COL,SD,X,null,fly_ball,1,2,2017,0.332,0.2556,0.4456,2.0417,null,null,null,1,6,Bot,140.17,7,,,595978,,170412_020433,8.1533,-113.3153,-2.3447,1.665,16.4087,-29.8369,3.49,1.62,458,104.2,25.647,77.797,2390,5.774,490212,450308,595978,571976,500208,572114,430947,608671,622534,592669,54.7259,0.89,1.676,2,1,0,3,6,41,4
SL,10/1/2016,82.4,-5.0925,5.3863,Chris Carter,474892,493603,home_run,hit_into_play_score,,,,,8,Chris Carter homers (41) on a fly ball to left field.,R,R,R,COL,MIL,X,null,fly_ball,3,2,2016,0.923491667,-0.536733333,-0.033,2.077,null,null,null,2,10,Top,26.57,41.19,,,608596,,161001_212436,8.258,-119.705,0.689,10.935,24.11,-39.526,3.73,1.79,404,104.1,40.357,82.396,2920,6.371,449275,493603,608596,641958,518614,571448,642162,621311,453568,471865,54.1291,0.372,0.712,2,1,0,3,5,78,6
FF,6/22/2017,92.7,-1.8222,6.2268,Chris Owings,572008,622608,home_run,hit_into_play_score,,,,,7,Chris Owings homers (9) on a line drive to left center field.   Paul Goldschmidt scores.    Jake Lamb scores.  ,R,R,R,COL,ARI,X,null,line_drive,1,1,2017,0.354,1.0851,-0.3357,1.7097,null,502671,571875,1,3,Top,46.17,45.24,,,608596,,170622_200607,3.0393,-134.8173,-8.2697,3.8711,24.2031,-17.3185,2.9836,1.2765,407,104.1,19.599,93.895,2138,6.632,491186,622608,608596,435622,518934,571448,596115,606132,453568,471865,53.8687,0.731,1.063,2,1,0,3,6,22,3
FF,7/19/2016,94.4,-1.8042,5.7622,Steve Pearce,456665,542674,home_run,hit_into_play_score,,,,,5,Steve Pearce homers (10) on a line drive to left center field.   Corey Dickerson scores.,R,R,R,COL,TB,X,null,line_drive,2,1,2016,-1.05685,0.9181,-0.191,2.389,null,572816,null,2,9,Top,49.74,31.87,,,460026,,160719_232420,5.571,-137.29,-4.07,-12.837,27.674,-22.452,3.49,1.53,438,104.1,27.285,93.607,2058,5.468,448271,542674,460026,448602,518934,542436,596115,430605,453568,488681,55.0325,0.885,1.692,2,1,0,3,6,71,4
CH,10/2/2016,82,1.9599,6.0995,Andrew Susac,572180,543734,home_run,hit_into_play_score,,,,,5,Andrew Susac homers (1) on a line drive to left field.   Orlando Arcia scores.,R,R,L,COL,MIL,X,null,line_drive,1,1,2016,1.018125,0.5096,0.068,2.26,null,606115,null,2,10,Top,31.63,50.69,,,608596,,161002_162213,-7.134,-119.153,-2.702,12.012,20.248,-28.961,3.54,1.6,422,104.1,23.867,81.105,1649,5.354,449290,543734,608596,641958,547172,571448,542436,621311,453568,506924,55.1468,0.874,1.56,2,1,0,3,6,87,3
FF,8/21/2016,91.7,-2.3163,6.5569,Nolan Arenado,571448,434628,home_run,hit_into_play_score,,,,,11,Nolan Arenado homers (32) on a fly ball to left field.   DJ LeMahieu scores.    Carlos Gonzalez scores.,R,R,R,COL,CHC,X,null,fly_ball,0,0,2016,-0.351275,0.8407,-0.97,2.768,518934,471865,null,0,4,Bot,13.19,80.7,,,575929,,160821_153655,3.461,-133.434,-4.502,-2.932,23.177,-23.882,3.41,1.59,449,104.1,36.739,93.226,1985,6.649,448709,434628,575929,519203,595879,592178,608365,519333,451594,450314,53.8511,0.551,1.078,2,1,0,3,6,35,1
FT,5/15/2016,92.1,-1.7346,6.0179,Yoenis Cespedes,493316,543022,home_run,hit_into_play_score,,,,,6,Yoenis Cespedes homers (12) on a line drive to right center field.,R,R,R,COL,NYM,X,null,line_drive,0,2,2016,-0.657441667,1.2793,0.615,2.643,null,null,null,0,2,Top,181.73,31.03,,,572863,,160515_142435,6.543,-133.974,-4.678,-6.907,27.984,-18.362,3.53,1.64,433,104.1,26.79,91.926,2438,5.964,447429,543022,572863,448602,518934,571448,596115,467827,453568,471865,54.5361,0.885,1.692,2,1,0,3,6,7,3
FF,5/30/2016,93.3,-2.5218,5.8867,Adam Duvall,594807,518452,home_run,hit_into_play_score,,,,,5,Adam Duvall homers (12) on a fly ball to right center field.    Jay Bruce scores.,R,R,R,COL,CIN,X,null,fly_ball,0,1,2016,-0.452866667,1.4427,-0.024,2.36,null,457803,null,0,4,Top,193.41,42.73,,,572863,,160530_151514,6.067,-135.626,-5.905,-4.318,30.193,-15.973,3.5,1.57,416,104.1,32.156,92.267,2068,5.639,447626,518452,572863,448602,518934,518614,596115,467827,453568,471865,54.8609,0.787,1.538,2,1,0,3,6,31,2
SL,4/25/2017,84.1,-3.112,5.6367,Carlos Gonzalez,471865,605452,home_run,hit_into_play_score,,,,,12,Carlos Gonzalez homers (2) on a fly ball to right center field.  ,R,L,R,COL,WSH,X,null,fly_ball,1,1,2017,0.1461,0.7212,0.9965,2.8508,null,null,null,0,2,Bot,200.43,48.93,,,446308,,170426_022642,9.1878,-122.1152,-1.5501,-0.0518,20.1853,-24.8679,3.56,1.7,436,104.1,33.209,84.199,1864,6.112,490404,605452,446308,475582,502517,543685,607208,150029,594809,547180,54.3882,0.75,1.468,2,1,0,3,6,19,3
FS,6/2/2016,84.8,-2.4093,6.5557,Carlos Gonzalez,471865,430580,home_run,hit_into_play_score,,,,,4,Carlos Gonzalez homers (11) on a fly ball to center field.,R,L,R,COL,CIN,X,null,fly_ball,2,2,2016,-0.582291667,0.959666667,-0.603,2.652,null,null,null,1,4,Bot,110.16,15.77,,,571466,,160602_194343,4.357,-123.362,-4.43,-5.117,19.495,-23.759,3.53,1.63,454,104,24.344,85.348,1868,6.077,447671,430580,571466,458015,408252,553993,446359,594807,571740,457803,54.4232,0.874,1.56,2,1,0,3,6,31,9
FF,5/15/2016,93.6,-2.0076,5.7303,Ryan Raburn,430605,449104,home_run,hit_into_play_score,,,,,5,Ryan Raburn homers (5) on a fly ball to right center field.    DJ LeMahieu scores.,R,R,R,COL,NYM,X,null,fly_ball,2,0,2016,-0.585075,1.114466667,-0.184,2.383,null,518934,null,1,7,Bot,182.75,32.55,,,608700,,160515_161005,5.225,-136.134,-4.654,-6.248,24.629,-19.906,3.41,1.52,410,104,27.108,95.354,2306,6.769,447429,449104,608700,446263,435522,493472,452678,624424,493316,457477,53.7317,0.885,1.692,2,1,0,3,6,55,3
FC,5/28/2016,92.9,null,null,Carlos Gonzalez,471865,592612,home_run,hit_into_play_score,,,,,4,Carlos Gonzalez homers (7) on a line drive to center field.   Nolan Arenado scores.,R,L,L,COL,SF,X,null,line_drive,2,2,2016,0.027258333,0.588433333,-0.598,2.889,null,571448,null,2,7,Bot,141.28,18.29,,,null,,null,-4.268,-135.249,-3.18,2.134,24.432,-26.997,3.58,1.66,null,104,24,null,null,null,447607,null,null,null,null,null,null,null,null,null,null,0.874,1.56,2,1,0,3,6,59,5
SL,5/9/2017,86.6,-2.504,6.1121,Mark Reynolds,448602,571670,home_run,hit_into_play_score,,,,,5,Mark Reynolds homers (12) on a fly ball to center field.  ,R,R,R,COL,CHC,X,null,fly_ball,1,0,2017,0.2724,1.1602,0.1875,2.5507,null,null,null,0,6,Bot,184.87,34.06,,,471083,,170509_202202,5.8036,-125.7024,-4.5736,1.7863,22.8746,-19.4614,3.66,1.73,412,104,24.851,85.791,2212,5.673,490574,571670,471083,519203,450314,600303,595879,656941,546991,592178,54.8277,0.887,1.628,2,1,0,3,6,58,2
FC,4/9/2017,87,1.9843,6.031,Corey Seager,608369,542881,home_run,hit_into_play_score,,,,,5,Corey Seager homers (2) on a fly ball to center field.   Logan Forsythe scores.  ,R,L,L,COL,LAD,X,null,fly_ball,0,0,2017,-0.1587,1.3818,-0.0513,2.6981,null,null,523253,2,2,Top,133.34,20.82,,,547172,,170409_194509,-4.5481,-126.5737,-4.7105,-0.9549,21.2025,-16.6218,3.58,1.58,427,104,25.516,87.41,2350,6.156,490184,542881,547172,448602,506560,571448,596115,467827,453568,471865,54.3439,0.89,1.676,2,1,0,3,6,14,1
FC,9/20/2016,84.8,-1.7079,6.0786,Daniel Descalso,518614,425794,home_run,hit_into_play_score,,,,,8,Daniel Descalso homers (8) on a line drive to right center field.,R,L,R,COL,STL,X,null,line_drive,1,0,2016,0.49625,0.609933333,0.245,1.75,null,null,null,2,4,Bot,201.69,53.24,,,425877,,160920_201047,2.31,-123.336,-4.759,7.07,19.868,-27.604,3.27,1.53,421,104,20.546,85.712,2299,6.344,449128,425794,425877,571431,543939,425509,576397,461235,545341,572039,54.1558,0.778,1.202,2,1,0,3,6,37,2
FF,9/17/2016,90,-1.8768,6.4479,Nolan Arenado,571448,429719,home_run,hit_into_play_score,,,,,1,Nolan Arenado homers (38) on a fly ball to left field.   Carlos Gonzalez scores.,R,R,R,COL,SD,X,null,fly_ball,3,1,2016,-0.024233333,0.855033333,-0.405,2.989,null,null,471865,2,1,Bot,20.39,69.3,,,519083,,160917_183112,2.597,-130.975,-3.632,1.34,24.122,-24.046,3.4,1.59,444,103.9,34.712,90.519,2303,6.15,449086,429719,519083,571976,506560,572114,596143,445055,608671,542455,54.35,0.67,1.314,2,1,0,3,6,8,5
FF,5/30/2016,88.7,-2.7033,6.052,Charlie Blackmon,453568,573185,home_run,hit_into_play_score,,,,,8,Charlie Blackmon homers (4) on a fly ball to right center field.,R,L,R,COL,CIN,X,null,fly_ball,0,1,2016,-0.629608333,1.4814,0.169,1.778,null,null,null,0,1,Bot,200.01,36.11,,,571466,,160530_142039,7.384,-128.76,-7.228,-6.108,23.327,-16.882,3.51,1.55,431,103.9,35.384,89.201,2237,6.335,447626,573185,571466,458015,408252,553993,446359,594807,571740,457803,54.1653,0.67,1.314,2,1,0,3,6,5,2
FF,4/8/2017,91.9,0.881,6.2688,Mark Reynolds,448602,477132,home_run,hit_into_play_score,,,,,5,Mark Reynolds homers (3) on a fly ball to left center field.   Nolan Arenado scores.  ,R,R,L,COL,LAD,X,null,fly_ball,1,0,2017,-0.1555,1.8678,0.0627,2.7036,null,null,571448,1,6,Bot,78.86,25.87,,,518735,,170409_021220,-1.7332,-133.4945,-7.1895,-1.5217,26.042,-8.6359,3.66,1.73,422,103.9,37.08,91.882,2426,6.16,490169,477132,518735,408236,400284,457759,608369,475100,592808,624577,54.3403,0.551,1.078,2,1,0,3,6,47,2
FF,5/30/2016,91.7,-2.5139,6.0828,Zack Cozart,446359,518452,home_run,hit_into_play_score,,,,,7,Zack Cozart homers (6) on a fly ball to left field.,R,R,R,COL,CIN,X,null,fly_ball,0,0,2016,-0.4473,1.1675,-0.665,1.72,null,null,null,0,1,Top,38.58,42.22,,,572863,,160530_141334,4.717,-133.337,-7.222,-4.113,28.286,-19.937,3.37,1.52,444,103.9,25.843,90.972,1946,5.778,447626,518452,572863,448602,518934,518614,596115,467827,453568,471865,54.7223,0.89,1.676,2,1,0,3,6,1,1
SL,9/15/2017,85.6,-0.7048,6.0728,Nolan Arenado,571448,572308,home_run,hit_into_play_score,,,,,11,Nolan Arenado homers (34) on a line drive to left field.  ,R,R,R,COL,SD,X,null,line_drive,3,2,2017,0.4244,0.5053,-1.0082,2.3824,null,null,null,0,8,Bot,19.13,75.97,,,595978,,170916_030952,-1.511,-124.5518,-3.5001,4.5823,19.5523,-26.6559,3.2872,1.4092,428,103.9,24.431,85.014,2556,5.427,492306,572308,595978,571976,641319,500208,430947,605486,622534,518466,55.0727,0.874,1.56,2,1,0,3,6,61,6
FF,8/29/2017,94,-1.6523,6.1238,Nolan Arenado,571448,599683,home_run,hit_into_play_score,,,,,4,Nolan Arenado homers (30) on a fly ball to left center field.   Charlie Blackmon scores.    DJ LeMahieu scores.  ,R,R,R,COL,DET,X,null,fly_ball,0,1,2017,-0.5361,0.9859,-0.3807,2.4073,null,453568,518934,2,7,Bot,59.49,25.81,,,543510,,170830_031532,4.4129,-136.5687,-6.0657,-7.5014,25.6447,-18.9665,3.2871,1.4091,436,103.8,28.028,93.736,2051,5.889,492067,599683,543510,543308,435079,592206,578428,457708,543484,502100,54.6115,0.876,1.69,2,1,0,3,6,57,2
CU,7/8/2016,81.4,2.0679,6.2834,Tommy Joseph,571830,459429,home_run,hit_into_play_score,,,,,7,Tommy Joseph homers (10) on a fly ball to left field.   Freddy Galvis scores.    Cesar Hernandez scores.,R,R,L,COL,PHI,X,null,fly_ball,1,1,2016,0.059266667,0.7461,-0.638,2.11,null,520471,514917,1,7,Top,5.23,68.5,,,460026,,160708_202353,-6.78,-118.294,-3.594,1.967,18.753,-26.597,3.51,1.62,455,103.8,29.962,81.249,2042,5.72,448166,459429,460026,448602,518934,571448,596115,488681,453568,471865,54.7802,0.839,1.634,2,1,0,3,6,54,3
FF,5/30/2016,98.3,-2.8431,5.6889,Eugenio Suarez,553993,612434,home_run,hit_into_play_score,,,,,3,Eugenio Suarez homers (10) on a fly ball to center field.,R,R,R,COL,CIN,X,null,fly_ball,1,0,2016,-0.978916667,0.6773,0.277,3.05,null,null,null,0,8,Top,128.43,20.35,,,572863,,160530_164611,9.616,-142.784,-2.203,-12.575,33.186,-25.23,3.58,1.64,436,103.8,28.028,98.42,2509,6.288,447626,612434,572863,448602,518934,518614,596115,467827,453568,471865,54.2124,0.876,1.69,2,1,0,3,6,67,2
CU,6/10/2016,75.2,-3.1109,5.978,Melvin Upton Jr.,425834,592351,home_run,hit_into_play_score,,,,,8,Melvin Upton Jr.   homers (7) on a fly ball to left field.,R,R,R,COL,SD,X,null,fly_ball,0,1,2016,0.7217,-0.499466667,-0.234,1.925,null,null,null,1,4,Top,41.28,50.19,,,460026,,160610_194038,3.745,-109.554,-0.12,7.525,17.277,-38.097,3.67,1.65,433,103.8,37.789,75.776,2624,6.32,447784,592351,460026,448602,518934,571448,596115,467827,453568,471865,54.18,0.48,0.939,2,1,0,3,6,26,2
