pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,pos2_person_id,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pos1_person_id,pos2_person_id,pos3_person_id,pos4_person_id,pos5_person_id,pos6_person_id,pos7_person_id,pos8_person_id,pos9_person_id,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number
FC,6/2/2015,88,2.6472,6.2786,Joc Pederson,592626,407822,home_run,hit_into_play_score,,,,,4,Joc Pederson homers (15) on a line drive to right center field.    Austin Barnes scores.,R,L,L,COL,LAD,X,null,line_drive,0,0,2015,-0.000575,0.7934,-0.29,2.49,null,null,605131,1,3,Top,184.5,28.99,,,502374,,150602_135610,-7.08,-127.99,-3.43,1.55,25.25,-25.21,3.46,1.59,477,106.4,29.863,87.231,2022,5.852,414101,407822,502374,572019,518934,571448,518614,488681,453568,471865,54.6473,0.922,1.822,2,1,0,3,6,19,1
FT,8/3/2015,95.7,-2.5144,6.3182,Nelson Cruz,443558,572750,home_run,hit_into_play_score,,,,,4,Nelson Cruz homers (30) on a line drive to left center field.,R,R,R,COL,SEA,X,null,line_drive,3,1,2015,-1.051283333,0.953933333,-0.734,2.96,null,null,null,2,2,Top,49.95,45.27,,,460026,,150803_191724,6.553,-139.054,-4.653,-13.008,30.013,-21.751,3.71,1.65,408,106.3,20.218,95.143,2090,6.054,415234,572750,460026,572019,518934,571448,408314,592621,453568,471865,54.4451,0.821,1.25,2,1,0,3,6,17,5
CU,8/18/2015,82.8,-1.9382,5.9674,Kyle Parker,592621,519455,home_run,hit_into_play_score,,,,,8,Kyle Parker homers (2) on a line drive to left field.,R,R,R,COL,WSH,X,null,line_drive,1,2,2015,0.510166667,-0.386233333,-0.274,1.841,null,null,null,0,6,Bot,36.04,59.51,,,467092,,150818_204908,2.038,-120.602,-1.741,6.757,23.82,-38.113,3.59,1.68,417,106.2,22.094,82.101,2545,5.869,415437,519455,467092,475582,457787,488862,435622,150029,572191,547180,54.6297,0.9,1.541,2,1,0,3,6,54,4
CU,9/25/2015,80.8,-1.022,5.9652,Carlos Gonzalez,471865,502211,home_run,hit_into_play_score,,,,,13,Carlos Gonzalez homers (38) on a line drive to center field.,R,L,R,COL,LAD,X,null,line_drive,3,2,2015,0.242966667,-0.5654,-0.004,1.453,null,null,null,1,4,Bot,100.51,20.35,,,518735,,150925_192956,1.186,-117.627,-2.099,3.792,20.53,-39.645,3.57,1.65,434,106.2,27.222,80.043,2502,5.703,415945,502211,518735,408236,435062,400284,276519,408307,592626,444843,54.7966,0.947,1.851,2,1,0,3,6,37,6
FT,8/14/2015,91.4,-1.7809,6.9102,Nolan Arenado,571448,475115,home_run,hit_into_play_score,,,,,4,Nolan Arenado homers (29) on a line drive to left field.   Carlos Gonzalez scores.,R,R,R,COL,SD,X,null,line_drive,3,2,2015,-0.487658333,0.566933333,-0.82,2.617,null,471865,null,2,1,Bot,24.41,71.21,,,595978,,150814_190601,3.34,-132.987,-5.418,-4.634,26.444,-27.481,3.48,1.6,405,106.2,22.079,90.445,2589,5.67,415379,475115,595978,519083,576397,500208,425549,457708,425834,461314,54.8287,0.9,1.541,2,1,0,3,6,11,8
FF,7/26/2015,89.2,-2.1512,5.4797,Carlos Gonzalez,471865,518420,home_run,hit_into_play_score,,,,,2,Carlos Gonzalez homers (18) on a fly ball to right center field.    Charlie Blackmon scores.    DJ LeMahieu scores.,R,L,R,COL,CIN,X,null,fly_ball,3,1,2015,-0.259425,1.2277,-0.176,2.972,453568,null,518934,0,5,Bot,218.28,30.52,,,571466,,150726_161735,4.701,-129.816,-2.472,-1.59,26.704,-19.84,3.55,1.65,394,106,41.931,88.284,2250,5.766,415117,518420,571466,458015,408252,453943,553993,407781,571740,457803,54.7333,0.448,0.875,2,1,0,3,6,55,5
FF,6/24/2015,93.3,-1.9579,5.6695,Paul Goldschmidt,502671,571735,home_run,hit_into_play_score,,,,,5,Paul Goldschmidt homers (20) on a fly ball to center field.   David Peralta scores.,R,R,R,COL,ARI,X,null,fly_ball,2,2,2015,-0.754858333,1.091533333,-0.16,2.303,null,null,444482,0,5,Top,153.31,13.73,,,460026,,150624_210201,5.885,-135.732,-4.781,-8.349,30.892,-20.552,3.47,1.61,427,106,30.045,94.045,2323,6.885,414725,571735,460026,501647,518934,571448,453064,572019,453568,488681,53.6146,0.922,1.822,2,1,0,3,6,39,7
FF,8/21/2015,87.4,-2.609,5.731,Yoenis Cespedes,493316,548357,home_run,hit_into_play_score,,,,,4,Yoenis Cespedes homers (22) on a fly ball to center field.,R,R,R,COL,NYM,X,null,fly_ball,0,1,2015,-1.286475,0.804866667,-0.35,2.505,null,null,null,0,4,Top,143.66,16.79,,,460026,,150821_200116,7.387,-127.039,-2.459,-13.501,27.387,-25.235,3.52,1.58,422,106,31.1,85.73,2064,5.468,415472,548357,460026,572019,518934,571448,408314,488681,453568,471865,55.0308,0.902,1.778,2,1,0,3,6,38,2
SL,6/17/2015,87.1,-2.3088,6.7697,Carlos Gonzalez,471865,430589,home_run,hit_into_play_score,,,,,5,Carlos Gonzalez homers (9) on a fly ball to right center field.,R,L,R,COL,HOU,X,null,fly_ball,2,2,2015,-0.223241667,0.6644,-0.103,2.407,null,null,null,0,9,Bot,210.67,60.53,,,488771,,150618_035147,5.279,-126.716,-5.09,-1.078,27.912,-26.873,3.56,1.64,455,105.9,34.244,86.169,2486,6.012,414633,430589,488771,474892,503556,472528,621043,605512,545350,543807,54.4875,0.829,1.633,2,1,0,3,6,75,5
FF,6/1/2015,93.7,0.5737,6.9691,Joc Pederson,592626,543184,home_run,hit_into_play_score,,,,,4,Joc Pederson homers (14) on a line drive to center field.   A.   Ellis scores.    Clayton Kershaw scores.,R,L,L,COL,LAD,X,null,line_drive,2,2,2015,0.116325,1.501466667,-0.496,2.598,null,454560,477132,1,6,Top,101.52,14.24,,,460026,,150601_202742,-3.205,-136.07,-8.126,3.279,33.084,-15.268,3.44,1.58,449,105.8,23.401,92.149,2270,5.837,414413,543184,460026,501647,518934,571448,453064,501255,453568,488681,54.6616,0.921,1.65,2,1,0,3,6,47,5
FF,6/25/2015,94.7,-1.8053,6.0473,Nolan Arenado,571448,523989,home_run,hit_into_play_score,,,,,8,Nolan Arenado homers (20) on a fly ball to left center field.,R,R,R,COL,ARI,X,null,fly_ball,0,0,2015,-0.832791667,0.959666667,0.11,1.915,null,null,null,2,6,Bot,66.3,26.45,,,456078,,150625_150901,6.356,-137.637,-6.328,-9.75,28.526,-21.852,3.48,1.59,456,105.8,25.059,94.249,2202,6.085,414740,523989,456078,502671,572008,431094,605113,444482,572041,630111,54.4143,0.945,1.796,2,1,0,3,6,46,1
FF,6/2/2015,92.3,-2.1105,5.6894,Enrique Hernandez,571771,571735,home_run,hit_into_play_score,,,,,5,Enrique Hernandez homers (2) on a line drive to right center field.,R,R,R,COL,LAD,X,null,line_drive,0,0,2015,-0.729808333,0.781933333,-0.06,2.22,null,null,null,1,1,Top,213.53,65.11,,,460026,,150602_184259,6.42,-134.34,-4.19,-7.83,30.85,-24.73,3.23,1.52,426,105.8,20.836,92.867,2032,6.975,414427,571735,460026,572019,518934,571448,453064,488681,453568,471865,53.524,0.861,1.399,2,1,0,3,6,2,1
FT,9/20/2015,91.5,-2.2683,5.4873,Charlie Blackmon,453568,448306,home_run,hit_into_play_score,,,,,2,Charlie Blackmon homers (16) on a fly ball to right field.,R,L,R,COL,SD,X,null,fly_ball,1,2,2015,-0.679708333,1.0858,0.203,3.497,null,null,null,0,1,Bot,234.29,71.21,,,519083,,150920_142607,6.846,-133.178,-1.654,-7.113,27.939,-20.977,3.43,1.56,436,105.8,28.526,92.22,2237,6.794,415886,448306,519083,571976,605486,500208,576397,457708,608671,461314,53.7054,0.935,1.843,2,1,0,3,6,6,4
FC,6/9/2015,86.1,2.6631,6.0845,Jhonny Peralta,425509,407822,home_run,hit_into_play_score,,,,,8,Jhonny Peralta homers (10) on a fly ball to right center field.,R,R,L,COL,STL,X,null,fly_ball,2,1,2015,-0.064591667,0.542566667,-0.125,2.299,null,null,null,2,6,Top,209.65,38.66,,,502374,,150609_212332,-6.411,-125.188,-3.241,0.739,26.345,-28.328,3.71,1.72,436,105.7,29.058,84.677,1947,5.669,414526,407822,502374,572019,518934,571448,453064,488681,453568,471865,54.8304,0.935,1.843,2,1,0,3,6,41,4
SI,9/21/2015,90,-2.0145,5.7551,Tom Murphy,608596,150359,home_run,hit_into_play_score,,,,,1,Tom Murphy homers (2) on a line drive to left field.   DJ LeMahieu scores.    Corey Dickerson scores.,R,R,R,COL,PIT,X,null,line_drive,1,0,2015,-0.736766667,0.744666667,-0.561,3.467,518934,null,572816,1,5,Bot,33,64.6,,,465041,,150921_201648,4.422,-131.064,-1.524,-7.614,26.688,-25.461,3.45,1.55,418,105.6,22.756,90.895,2016,6.89,415897,150359,465041,476883,435522,133380,474568,516782,457705,570256,53.6089,0.921,1.65,2,1,0,3,6,42,2
SL,9/1/2015,84,2.2512,6.1985,DJ LeMahieu,518934,571578,home_run,hit_into_play_score,,,,,8,DJ LeMahieu homers (6) on a line drive to left center field.,R,R,L,COL,ARI,X,null,line_drive,2,2,2015,-0.404158333,0.1269,0.04,2.015,null,null,null,1,2,Bot,91.37,14.75,,,457454,,150901_134651,-4.387,-122.166,-3.123,-2.934,27.476,-32.86,3.6,1.63,462,105.6,28.128,83.26,null,6.328,414027,571578,457454,502671,594838,592273,605113,542255,572041,630111,54.1707,0.941,1.848,2,1,0,3,6,14,6
FF,8/22/2015,89.7,1.8198,5.1183,Charlie Blackmon,453568,477003,home_run,hit_into_play_score,,,,,9,Charlie Blackmon homers (14) on a line drive to right center field.    Brandon Barnes scores.,R,L,L,COL,NYM,X,null,line_drive,0,1,2015,0.593666667,1.2535,0.493,1.991,null,null,488681,1,6,Bot,211.17,49.34,,,518595,,150822_203551,-4.706,-130.555,-4.378,8.929,28.764,-19.472,3.43,1.56,404,105.5,20.932,90.226,null,6.827,415487,477003,518595,150212,527038,346874,514913,493316,501571,434158,53.6723,0.823,1.301,2,1,0,3,6,67,2
SL,5/6/2015,88.3,-2.3981,6.1191,Paul Goldschmidt,502671,543475,home_run,hit_into_play_score,,,,,4,Paul Goldschmidt homers (7) on a fly ball to right center field.,R,R,R,COL,ARI,X,null,fly_ball,0,0,2015,-0.031191667,0.684466667,-0.4,2.212,null,null,null,1,4,Top,171.19,24.38,,,502374,,150506_180559,4.023,-128.503,-4.798,1.184,27.305,-26.458,3.44,1.62,442,105.4,26.453,88.358,1866,6.438,414038,543475,502374,408047,518934,571448,453064,501255,453211,453568,54.0304,0.92,1.759,2,1,0,3,6,23,1
CH,5/6/2015,89.6,2.3541,6.2162,Mark Trumbo,444432,554431,home_run,hit_into_play_score,,,,,6,Mark Trumbo homers (3) on a line drive to right center field.    Ender Inciarte scores.,R,R,L,COL,ARI,X,null,line_drive,2,1,2015,1.443975,1.246333333,0.804,2.54,null,542255,null,2,2,Top,209.28,56.89,,,460026,,150506_134232,-6.99,-130.288,-5.197,19.034,32.732,-19.816,3.57,1.63,401,105.3,20.1,88.431,2364,6.042,414053,554431,460026,408047,518934,571448,453064,572816,453568,471865,54.4259,0.774,1.157,2,1,0,3,6,14,4
FF,9/3/2015,96.5,-1.2903,6.2352,Nolan Arenado,571448,595235,home_run,hit_into_play_score,,,,,2,Nolan Arenado homers (34) on a fly ball to left field.   Carlos Gonzalez scores.,R,R,R,COL,SF,X,null,fly_ball,0,2,2015,-0.326225,1.557366667,0.059,3.204,null,null,471865,2,8,Bot,30.73,46.29,,,572180,,150903_213928,3.749,-140.338,-5.758,-2.786,34.967,-13.419,3.46,1.61,401,105.2,41.159,96.343,1886,6.592,415650,595235,572180,457763,605509,622110,501303,543633,434636,407781,53.9076,0.39,0.743,2,1,0,3,5,69,3
FT,8/21/2015,88.5,-1.5418,5.6992,Ben Paulsen,572019,112526,home_run,hit_into_play_score,,,,,4,Ben Paulsen homers (9) on a line drive to left center field.,R,L,R,COL,NYM,X,null,line_drive,1,2,2015,-1.209933333,0.624266667,-0.691,2.526,null,null,null,0,2,Bot,56.35,40.69,,,518595,,150821_192548,4.046,-128.762,-2.776,-13.081,25.725,-27.117,3.66,1.7,438,105.2,25.04,86.944,2070,5.358,415472,112526,518595,446263,430637,502517,527038,624424,493316,434158,55.1406,0.919,1.72,2,1,0,3,6,21,5
FF,6/9/2015,92.8,3.5913,5.8361,Peter Bourjos,488721,457429,home_run,hit_into_play_score,,,,,8,Peter Bourjos homers (2) on a line drive to center field.,R,R,L,COL,STL,X,null,line_drive,0,0,2015,0.519908333,1.1933,0.015,2.166,null,null,null,0,8,Top,92.9,18.82,,,502374,,150609_220148,-10.229,-134.745,-5.637,8.614,28.63,-19.324,3.44,1.61,454,105.2,21.574,91.699,2315,5.854,414526,457429,502374,572019,518934,571448,453064,488681,453568,471865,54.6453,0.862,1.44,2,1,0,3,6,58,1
FT,4/23/2015,92.7,-2.0323,6.8946,Corey Dickerson,572816,475115,home_run,hit_into_play_score,,,,,5,Corey Dickerson homers (5) on a fly ball to right center field.,R,L,R,COL,SD,X,null,fly_ball,0,0,2015,-1.20715,0.962533333,0.157,2.628,null,null,null,0,5,Bot,187.32,33.06,,,408242,,150423_144004,7.402,-134.762,-6.988,-14.232,29.407,-22.317,3.45,1.58,447,105.1,31.616,91.502,2171,5.698,413883,475115,408242,475174,605486,500208,506560,461416,571976,461314,54.7704,0.844,1.661,2,1,0,3,6,40,1
SL,8/3/2015,89.9,-2.7397,6.1357,Kyle Seager,572122,572750,home_run,hit_into_play_score,,,,,9,Kyle Seager homers (16) on a fly ball to right center field.,R,L,R,COL,SEA,X,null,fly_ball,0,1,2015,-0.142525,0.218633333,0.496,1.385,null,null,null,2,2,Top,172.27,19.84,,,460026,,150803_191534,7.528,-130.625,-5.646,-0.163,24.37,-31.881,3.35,1.43,448,104.8,23.649,89.416,null,5.888,415234,572750,460026,572019,518934,571448,408314,592621,453568,471865,54.6111,0.906,1.645,2,1,0,3,6,16,2
FF,7/10/2015,94.5,-2.0969,5.3974,Carlos Gonzalez,471865,571946,home_run,hit_into_play_score,,,,,13,Carlos Gonzalez homers (12) on a line drive to center field.,R,L,R,COL,ATL,X,null,line_drive,0,0,2015,-0.867583333,1.173233333,-0.889,2.53,null,null,null,0,5,Bot,113.2,17.8,,,150229,,150710_193434,4.759,-137.371,-4.431,-10.213,28.148,-19.016,3.53,1.64,443,104.8,21.985,95.082,2318,6.709,414945,571946,150229,430637,607054,453400,592743,430404,457727,455976,53.7896,0.862,1.44,2,1,0,3,6,40,1
FS,7/11/2015,82.1,2.1884,6.2288,Juan Uribe,346874,407822,home_run,hit_into_play_score,,,,,8,Juan Uribe homers (8) on a line drive to left center field.,R,R,L,COL,ATL,X,null,line_drive,2,0,2015,0.698041667,0.546866667,0.251,2.187,null,null,null,1,2,Top,59.39,35.1,,,502374,,150711_143646,-5.874,-119.359,-3.203,8.655,21.235,-28.575,3.51,1.68,417,104.8,20.899,81.347,1468,5.833,414960,407822,502374,572019,518934,571448,453064,488681,453568,471865,54.6659,0.823,1.301,2,1,0,3,6,10,3
CH,4/22/2015,85.1,-3.5122,5.8798,Corey Dickerson,572816,276542,home_run,hit_into_play_score,,,,,11,Corey Dickerson homers (4) on a fly ball to center field.,R,L,R,COL,SD,X,null,fly_ball,3,2,2015,-0.629608333,0.5956,-0.845,2.844,null,null,null,1,8,Bot,118.54,15.77,,,519083,,,6.877,-123.762,-2.201,-5.522,26.922,-27.856,3.39,1.52,434,104.8,25.855,84.386,1294,6.123,413870,276542,519083,475174,500208,519025,506560,457708,571976,461314,54.345,0.92,1.759,2,1,0,3,6,61,6
FT,6/6/2015,92.3,-2.9091,5.8675,Wilin Rosario,501647,475479,home_run,hit_into_play_score,,,,,13,Wilin Rosario homers (3) on a line drive to center field.,R,R,R,COL,MIA,X,null,line_drive,1,1,2015,-1.026233333,0.8966,-1.021,2.337,null,null,null,1,3,Bot,91.88,20.35,,,425772,,150606_161659,6.604,-134.291,-4.682,-11.866,26.691,-23.14,3.56,1.64,460,104.8,27.133,91.86,2179,5.99,414481,475479,425772,425557,543829,445988,588751,592885,542303,519317,54.5086,0.919,1.777,2,1,0,3,6,27,3
FF,8/21/2015,93.6,-0.9658,6.157,Nolan Arenado,571448,112526,home_run,hit_into_play_score,,,,,2,Nolan Arenado homers (30) on a fly ball to left center field.   Charlie Blackmon scores.    Carlos Gonzalez scores.,R,R,R,COL,NYM,X,null,fly_ball,0,1,2015,-0.795216667,1.449866667,0.172,2.982,453568,null,471865,2,4,Bot,60.92,28.99,,,518595,,150821_201845,4.111,-136.155,-5.009,-9.002,28.897,-15.666,3.48,1.59,417,104.7,39.458,92.026,2347,5.41,415472,112526,518595,446263,430637,502517,527038,624424,493316,434158,55.0893,0.495,0.972,2,1,0,3,6,46,2
FT,4/22/2015,94,-2.0002,5.9227,Corey Dickerson,572816,448306,home_run,hit_into_play_score,,,,,7,Corey Dickerson homers (3) on a fly ball to center field.,R,L,R,COL,SD,X,null,fly_ball,0,0,2015,-1.051283333,1.232,-0.361,1.938,null,null,null,1,1,Bot,110.24,20.63,,,519083,,150422_185423,5.972,-136.59,-7.181,-12.412,32.099,-18.589,3.39,1.52,443,104.7,24.304,94.293,2283,6.721,413870,448306,519083,475174,500208,519025,506560,457708,571976,461314,53.7475,0.906,1.645,2,1,0,3,6,6,1
CU,6/17/2015,81.5,-1.0693,6.6304,Chris Carter,474892,446099,home_run,hit_into_play_score,,,,,5,Chris Carter homers (12) on a line drive to right center field.    Marwin Gonzalez scores.,R,R,R,COL,HOU,X,null,line_drive,2,2,2015,0.191475,-0.890766667,0.097,2.8,503556,null,null,2,9,Top,185.79,38.15,,,460026,,150617_214116,1.873,-118.573,0.264,3.212,27.216,-42.695,3.71,1.77,436,104.5,24.182,81.39,2424,6.786,414633,446099,460026,501647,518934,571448,453064,488681,453568,471865,53.7131,0.874,1.56,2,1,0,3,6,72,5
FF,6/10/2015,99.3,-2.1674,6.2821,Randal Grichuk,545341,592454,home_run,hit_into_play_score,,,,,8,Randal Grichuk homers (3) on a fly ball to right center field.,R,R,R,COL,STL,X,null,fly_ball,2,1,2015,-0.354058333,0.932433333,-0.006,1.956,null,null,null,0,8,Top,187.82,34.08,,,460026,,150610_153518,6.133,-144.212,-7.577,-3.369,35.384,-21.401,3.34,1.46,422,104.5,33.083,99.185,2392,6.531,414541,592454,460026,501647,518934,571448,518614,572019,453568,471865,53.9677,0.804,1.582,2,1,0,3,6,60,4
FC,9/26/2015,88.1,-1.4175,6.4186,Andre Ethier,444843,452718,home_run,hit_into_play_score,,,,,14,Andre Ethier homers (14) on a fly ball to right center field.    Justin Turner scores.,R,L,R,COL,LAD,X,null,fly_ball,0,0,2015,-0.412508333,1.329466667,0.991,2.132,null,null,457759,0,2,Top,213.21,46.29,,,572863,,150926_183339,5.838,-128.083,-6.78,-3.399,24.586,-18.906,3.64,1.65,437,104.5,35.969,87.107,2332,5.695,415960,452718,572863,408047,518934,571448,542436,572816,453568,471865,54.804,0.692,1.359,2,1,0,3,6,13,1
FF,9/26/2015,95,-2.505,4.8128,Carlos Gonzalez,471865,554340,home_run,hit_into_play_score,,,,,9,Carlos Gonzalez homers (39) on a line drive to center field.   DJ LeMahieu scores.,R,L,R,COL,LAD,X,null,line_drive,3,1,2015,-1.144525,1.1675,0.558,2.06,null,null,518934,0,9,Bot,125.89,18.82,,,454560,,150926_211107,9.554,-137.896,-4.065,-14.043,30.496,-19.086,3.56,1.65,431,104.5,24.559,94.632,2579,6.306,415960,554340,454560,475100,400284,457759,608369,408307,592626,444843,54.1928,0.887,1.628,2,1,0,3,6,75,5
FT,6/24/2015,93.1,-1.5823,5.6517,Nick Hundley,460026,543903,home_run,hit_into_play_score,,,,,5,Nick Hundley homers (6) on a line drive to center field.,R,R,R,COL,ARI,X,null,line_drive,1,1,2015,-0.92325,0.705966667,-0.008,2.893,null,null,null,1,2,Bot,126.9,18.82,,,457454,,150624_200240,5.572,-135.531,-2.709,-10.543,31.125,-25.571,3.52,1.56,449,104.4,21.535,93.831,2187,6.912,414725,543903,457454,502671,572008,571875,605113,444482,572041,630111,53.5872,0.822,1.337,2,1,0,3,6,14,3
SI,4/11/2015,89.5,-1.8245,6.2845,Chris Coghlan,458085,452718,home_run,hit_into_play_score,,,,,1,Chris Coghlan homers (1) on a line drive to center field.,R,L,R,COL,CHC,X,null,line_drive,1,0,2015,-1.237766667,1.113033333,-0.51,2.834,null,null,null,2,3,Top,106.53,22.41,,,460026,,150411_190024,5.411,-130.121,-4.923,-13.575,28.742,-21.237,3.28,1.48,435,104.4,26.143,87.853,2102,5.494,413712,452718,460026,408047,518934,571448,453064,572816,453568,471865,54.9746,0.89,1.676,2,1,0,3,6,24,2
FF,9/1/2015,96.8,-2.5845,5.9139,Phil Gosselin,594838,612434,home_run,hit_into_play_score,,,,,2,Phil Gosselin homers (1) on a line drive to left center field.   Nick Ahmed scores.    Patrick Corbin scores.,R,R,R,COL,ARI,X,null,line_drive,2,1,2015,-1.247508333,1.426933333,-0.233,3.215,null,605113,571578,1,7,Top,43.66,33.06,,,460026,,150901_150644,8.518,-140.608,-4.099,-16.154,30.382,-14.883,3.4,1.57,434,104.3,27.337,96.543,2535,6.268,414027,612434,460026,501647,518934,571448,408314,592621,453568,488681,54.2312,0.885,1.692,2,1,0,3,6,51,4
FF,7/7/2015,92.2,-2.5393,6.4626,Albert Pujols,405395,518452,home_run,hit_into_play_score,,,,,5,Albert Pujols homers (26) on a fly ball to left center field.   Kole Calhoun scores.    Mike Trout scores.,R,R,R,COL,LAA,X,null,fly_ball,0,2,2015,-0.452866667,1.018433333,0.041,2.703,null,594777,545361,1,1,Top,60.6,32.55,,,460026,,150707_184822,6.759,-134.028,-5.241,-4.208,30.198,-21.753,3.39,1.59,434,104.2,35.158,91.348,1990,5.995,414903,518452,460026,501647,518934,571448,453064,453211,453568,471865,54.5037,0.67,1.314,2,1,0,3,6,4,3
SI,5/23/2015,89.8,-3.0779,5.6586,Ben Paulsen,572019,518790,home_run,hit_into_play_score,,,,,8,Ben Paulsen homers (1) on a line drive to center field.,R,L,R,COL,SF,X,null,line_drive,1,0,2015,-0.955258333,0.9955,0.26,2.01,null,null,null,0,2,Bot,121.45,27.91,,,572180,,150523_165020,9.82,-130.38,-4.97,-10.31,24.97,-22.45,3.61,1.72,436,104.1,23.547,90.457,2164,6.648,414296,518790,572180,474832,605412,622110,543063,453923,434636,452254,53.8511,0.874,1.56,2,1,0,3,6,13,2
SL,9/1/2015,85.2,1.8191,6.0972,Jarrod Saltalamacchia,457454,456071,home_run,hit_into_play_score,,,,,5,"Umpire reviewed (home run), call on the field was overturned: Pitch challenge.",R,R,L,COL,ARI,X,null,fly_ball,0,1,2015,0.384916667,0.555466667,-0.026,2.303,null,null,null,0,2,Top,11.17,80.87,,,460026,,150901_133019,-5.294,-123.988,-3.296,5.694,27.455,-28.286,3.59,1.63,444,104.1,32.398,83.429,1631,5.512,414027,456071,460026,501647,518934,571448,408314,592621,453568,488681,54.9868,0.787,1.538,2,1,0,3,6,8,2
FF,6/23/2015,92.6,-1.2059,6.3178,Nolan Arenado,571448,502624,home_run,hit_into_play_score,,,,,1,Nolan Arenado homers (18) on a fly ball to left field.,R,R,R,COL,ARI,X,null,fly_ball,0,0,2015,-0.859233333,1.191866667,-0.792,3.152,null,null,null,0,4,Bot,20.31,53.41,,,456078,,150623_203144,2.686,-134.898,-4.35,-9.564,31.777,-19.465,3.48,1.59,444,104,42.473,91.65,2087,5.932,414710,502624,456078,502671,431094,571875,605113,444482,572041,457760,54.5673,0.296,0.557,2,1,0,3,5,30,1
KC,6/7/2015,85.8,-3.4241,5.208,Carlos Gonzalez,471865,605169,home_run,hit_into_play_score,,,,,13,Carlos Gonzalez homers (6) on a line drive to right center field.,R,L,R,COL,MIA,X,null,line_drive,2,2,2015,0.064833333,0.0151,-0.394,1.497,null,null,null,0,7,Bot,177.16,36.11,,,592663,,150607_160058,7.274,-124.8,-1.975,2.2,25.298,-34.131,3.55,1.65,null,104,24,103.429,2258,null,414496,605169,592663,571506,543829,445988,588751,592885,542303,519317,52.1442,0.874,1.56,2,1,0,3,6,49,8
CH,4/11/2015,81.4,-1.5575,6.5344,Starlin Castro,516770,452718,home_run,hit_into_play_score,,,,,5,Starlin Castro homers (1) on a fly ball to left center field.,R,R,R,COL,CHC,X,null,fly_ball,0,0,2015,-0.958041667,1.338066667,-0.243,2.193,null,null,null,0,5,Top,62.37,30.89,,,460026,,150411_193534,4.131,-118.258,-5.662,-8.377,23.829,-20.921,3.41,1.55,448,104,30.422,80.002,1811,5.565,413712,452718,460026,408047,518934,571448,453064,572816,453568,471865,54.9034,0.839,1.634,2,1,0,3,6,42,1
FF,6/2/2015,96.6,-2.5326,4.9171,Troy Tulowitzki,453064,554340,home_run,hit_into_play_score,,,,,6,Troy Tulowitzki homers (5) on a line drive to center field.   DJ LeMahieu scores.,R,R,R,COL,LAD,X,null,line_drive,2,2,2015,-0.871758333,1.191866667,0.37,2.98,null,null,518934,1,7,Bot,149.41,16.28,,,518735,,150602_204902,9.03,-140.33,-1.8,-10.56,33.48,-18.38,3.63,1.69,444,103.9,26.923,96.402,2588,6.537,414427,554340,518735,408236,457759,430948,276519,502317,592626,444843,53.9625,0.885,1.692,2,1,0,3,6,59,6
SI,6/1/2015,88.2,-1.7271,6.5337,Andre Ethier,444843,452718,home_run,hit_into_play_score,,,,,8,Andre Ethier homers (7) on a fly ball to right center field.,R,L,R,COL,LAD,X,null,fly_ball,1,0,2015,-1.080508333,0.953933333,-0.238,2.033,null,null,null,0,2,Top,167.15,23.91,,,460026,,150601_190024,5.366,-128.271,-6.037,-11.386,26.467,-23.334,3.66,1.66,450,103.9,25.898,86.689,2181,5.528,414413,452718,460026,501647,518934,571448,453064,501255,453568,488681,54.9709,0.89,1.676,2,1,0,3,6,9,2
CU,6/23/2015,82.9,-2.926,6.1323,DJ LeMahieu,518934,456696,home_run,hit_into_play_score,,,,,2,DJ LeMahieu homers (4) on a line drive to left center field.,R,R,R,COL,ARI,X,null,line_drive,0,1,2015,0.142766667,-0.1225,-0.23,3.214,null,null,null,0,7,Bot,50.26,46.8,,,456078,,150623_213434,5.348,-120.652,0.392,2.875,24.619,-35.403,3.61,1.64,423,103.9,19.633,82.044,552,5.929,414710,456696,456078,502671,431094,571875,605113,444482,572041,457760,54.5706,0.731,1.063,2,1,0,3,6,58,2
FF,9/5/2015,92.2,-2.0779,5.9595,Nolan Arenado,571448,408241,home_run,hit_into_play_score,,,,,11,Nolan Arenado homers (36) on a line drive to left field.   Jose Reyes scores.,R,R,R,COL,SF,X,null,line_drive,1,2,2015,-0.8648,1.5072,-0.86,2.59,null,408314,null,2,6,Bot,33.38,54.42,,,457763,,150905_201437,4.36,-134.19,-5.67,-9.61,29.25,-15.48,3.48,1.59,410,103.9,26.122,91.585,2549,6.016,415678,408241,457763,519082,605509,622110,543063,457477,434636,453923,54.4835,0.89,1.676,2,1,0,3,6,50,4
